Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q10g,Q10h,Q10i,Q10j,Q10k,Q10l,Q10m,Q10n,Q10o,Q11a,Q11b,Q11c,Q11d,Q11e,Q11f,Q11g,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q13k,Q14a,Q14b,Q14c,Q14d,Q14e,Q14j,Q14k,Q14l,Q14m,Q14n,Q14fR,Q14gR,Q14hR,Q14iR
3,4,5,4,5,3,3,1,5,4,4,4,5,5,5,1,1,1,1,1,1,1,3,3,2,1,1,1,3,3,3,3,3,3,4,4,3,3,5,4,5,4,4,1,1,1,2
5,5,5,5,5,5,5,1,5,4,4,4,2,4,3,1,1,1,1,1,1,1,4,5,5,5,5,5,2,2,3,3,4,1,1,1,1,2,1,1,1,1,1,5,5,5,5
4,4,4,4,2,2,4,2,2,2,4,4,4,4,4,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,2,2,4,2,2,4,4,2,2,2,4,4,4,4
4,4,4,4,5,5,5,3,4,3,4,4,4,4,4,2,2,1,2,2,4,4,4,5,5,5,5,5,3,3,3,2,2,2,4,5,3,4,2,2,2,2,2,4,4,1,3
4,4,4,4,4,5,4,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,2,2,2,2,1,4,4,4,4,2,2,2,2,2,5,5,1,4
4,5,4,3,4,2,5,2,4,3,2,2,5,4,4,2,2,2,2,2,2,2,3,4,4,4,5,4,3,2,3,3,2,4,5,5,3,4,4,4,4,3,4,4,3,3,4
1,1,5,5,3,4,5,1,3,3,3,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,4,4,3,3,3,2,1,1,1,1,4,4,4,4
5,5,4,3,4,3,5,3,4,1,4,3,4,5,5,3,3,3,3,3,3,3,4,5,5,3,5,4,3,1,1,1,3,1,4,5,4,5,5,5,5,3,4,4,5,4,5
3,3,4,4,3,4,4,2,4,3,4,3,4,4,4,2,2,2,2,2,2,2,3,4,3,4,5,4,3,3,3,3,3,2,2,5,4,4,3,3,3,3,3,2,4,1,3
2,2,3,4,5,4,3,2,4,3,4,4,3,5,4,2,2,2,2,2,2,2,4,4,4,2,4,3,3,3,2,2,4,2,3,5,4,3,4,3,4,2,5,4,3,1,3
5,5,5,5,3,5,5,1,5,1,5,5,5,5,5,1,1,1,5,3,1,1,3,1,1,1,3,3,3,1,1,1,3,5,5,5,5,5,5,3,1,1,3,3,3,1,1
2,2,3,4,2,5,5,3,4,1,4,4,5,5,5,1,1,1,1,1,1,1,3,3,3,2,4,3,4,4,4,3,4,2,4,4,3,4,4,2,2,2,2,4,4,2,3
3,3,5,4,3,3,3,3,5,3,4,3,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4,4,3,4,3,5,5,5,5,4,4,5,5,3,3,4,3,3,3,3,4,4,4,4,4,4,3,2,2,2,3,2,4,5,4,4,5,5,5,5,5,2,4,1,1
5,5,4,4,4,4,5,2,4,3,3,4,5,5,4,2,2,2,2,2,2,2,5,5,4,2,2,5,1,1,1,1,1,1,4,4,4,2,5,5,5,5,5,5,5,5,4
5,5,4,4,4,5,5,1,1,1,1,4,4,5,5,1,1,1,1,1,1,1,3,5,5,3,4,3,2,1,2,1,3,1,2,4,3,2,5,4,3,1,4,5,5,5,5
3,3,4,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,4,4,4,4,4,4,1,5,1,5,5,5,4,4,1,1,4,1,1,1,1,3,3,4,2,5,3,1,1,1,1,1,1,4,4,3,2,4,3,5,3,5,3,5,3,3
2,2,4,4,5,4,5,1,1,5,4,5,5,5,3,1,1,1,1,1,1,1,4,4,4,4,4,3,5,5,5,5,5,2,5,5,5,5,2,4,1,1,1,2,3,2,3
3,2,1,4,3,5,5,2,3,4,3,4,2,5,3,1,1,4,1,1,1,1,4,4,4,3,4,5,4,1,1,1,5,2,4,4,5,4,4,4,5,1,4,3,5,5,5
5,5,5,5,3,5,5,3,1,5,5,5,5,5,5,3,3,3,1,3,3,1,3,4,4,4,4,4,4,3,3,3,3,3,5,3,3,5,5,5,2,1,5,3,4,4,2
4,3,3,3,3,3,3,3,1,1,3,3,1,3,3,1,1,1,1,1,1,1,3,4,4,1,4,5,1,1,1,1,2,1,1,2,2,2,4,4,1,1,4,4,5,4,4
3,3,4,4,3,5,5,1,1,3,1,3,5,5,3,1,1,1,1,1,1,1,3,3,4,3,4,4,2,2,2,2,4,3,3,5,5,5,3,4,2,2,2,3,3,1,3
5,5,5,4,3,3,2,1,5,2,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,3,2,3,2,4,1,2,5,4,4,5,3,5,2,4,2,4,4,3
4,4,3,4,3,4,3,2,2,3,4,4,4,4,4,1,1,1,1,1,2,3,4,5,5,3,5,5,3,2,2,2,1,1,1,4,3,3,4,3,1,1,3,4,5,5,4
3,3,4,4,5,5,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,4,3,3,4,3,2,3,4,5,5,2,3,2,2,3,3,2,2,2
5,5,3,4,4,3,4,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,2,2,2,1,1,1,1,3,3,3,3,2,2,2,4,5,5,5,5
1,3,3,3,3,4,4,3,4,4,4,4,4,5,3,1,1,1,1,1,1,1,3,3,3,3,3,1,4,4,4,4,4,3,4,4,4,5,2,2,1,1,2,3,3,1,3
5,5,4,5,3,3,5,1,3,4,4,5,3,5,5,3,3,3,3,3,3,3,3,5,5,5,5,5,1,1,1,1,1,1,1,3,5,5,5,5,5,3,3,5,5,5,4
4,4,3,3,3,4,5,3,4,3,4,4,4,4,5,2,2,2,2,2,2,2,5,4,4,5,4,5,3,1,1,1,1,1,3,3,3,3,5,5,5,3,5,5,5,5,5
4,4,4,4,2,2,1,1,4,1,4,2,1,4,1,2,2,2,2,2,2,2,3,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,4
3,3,3,3,2,5,2,1,2,4,2,2,4,4,2,2,2,4,2,2,2,2,3,4,4,4,4,4,3,2,2,2,3,1,4,2,2,3,2,2,1,1,1,2,5,1,5
4,4,4,4,5,5,5,3,3,2,3,3,4,4,5,2,2,3,3,2,4,4,4,3,4,3,4,5,1,2,1,1,1,1,4,5,4,4,3,4,3,2,4,4,5,5,4
5,5,5,5,5,3,4,2,3,3,4,4,4,4,5,2,2,2,2,2,3,2,5,5,5,5,5,5,4,3,3,3,3,2,4,4,4,3,5,4,3,3,3,4,4,4,3
3,3,4,4,2,4,2,5,5,1,4,1,1,1,5,1,1,4,1,1,2,2,5,5,5,5,5,5,1,1,1,1,1,1,1,3,2,2,1,1,5,1,3,4,4,1,4
3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,3,2,2,2,2,2,2,3,4,4,4,4,3,3,2,2,3,2,2,4,4,4,4,3,2,3,2,3,4,4,1,3
3,3,4,4,1,5,5,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,1,1,5,3,3,5,5,5,5
5,5,5,5,5,5,5,1,5,1,5,1,4,5,5,1,1,1,1,1,5,1,4,5,5,5,5,5,3,1,1,1,1,2,2,2,3,3,5,2,5,1,2,5,5,5,5
4,5,4,4,3,4,5,3,3,2,4,5,5,4,5,4,3,2,2,2,2,2,4,4,5,4,4,5,2,1,1,1,4,1,2,4,3,3,4,5,5,2,4,5,5,5,5
3,3,4,5,3,5,5,2,4,4,5,3,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,5,4,5,2,1,1,1,2,3,3,1,3
2,2,5,5,3,5,5,2,3,5,5,5,5,5,5,2,2,2,2,2,3,3,4,4,4,4,4,3,5,4,2,2,3,3,5,5,5,5,4,1,2,2,3,4,4,1,4
5,4,4,3,4,5,5,4,5,5,5,4,4,5,4,3,3,3,3,3,4,4,3,5,5,4,5,5,3,2,2,1,3,1,3,3,4,3,4,2,3,2,2,4,4,4,3
4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,3,4,3,4,3,4,4,3,3,4,4,4,4
4,5,4,4,3,3,4,1,1,1,3,3,4,4,4,2,2,2,2,2,2,2,4,3,3,2,3,5,2,1,2,1,1,3,2,3,3,2,5,4,2,3,2,5,4,4,4
4,4,5,3,4,4,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,1,1,4,3,3,3,2,4,3,3,4,4,1,3
3,3,3,4,3,5,5,3,2,1,3,3,4,4,2,1,2,3,1,1,1,1,4,2,3,4,4,3,1,2,1,1,2,4,5,4,4,4,3,2,2,2,2,4,4,1,4
5,5,5,3,3,5,5,2,2,2,5,5,5,5,2,2,2,2,2,2,2,2,3,3,4,3,4,4,3,3,3,3,3,3,4,4,3,2,4,3,3,3,3,5,5,5,5
4,3,3,4,1,2,4,1,5,1,5,4,1,5,5,1,1,1,1,1,3,1,4,4,5,5,5,5,4,2,2,1,1,1,1,4,3,1,1,5,5,2,1,5,5,5,3
5,5,5,5,2,2,4,1,4,1,5,4,2,5,4,1,1,1,1,1,1,1,4,5,5,5,5,5,1,1,1,1,3,1,2,5,4,4,2,2,4,2,5,2,5,2,2
1,1,4,4,1,5,4,1,1,3,2,4,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,1,4,4,2,3,4,1,1,1,4,5,5,5,5
4,4,4,4,4,5,4,2,4,2,3,2,3,4,3,2,2,2,4,5,4,3,3,4,4,3,3,2,4,4,4,5,5,1,3,3,4,4,5,2,4,2,3,3,4,1,3
3,3,5,5,3,4,4,2,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,4,4,4,3,2,2,2,2,3,3,2,3
4,4,5,5,3,5,3,2,1,4,3,5,5,5,4,2,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,5,3,3,2,3,4,5,4,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,1,1,1,3,3,5,4,4,5,3,4,2,2,2,3,3,1,3
5,5,4,3,5,5,5,3,2,1,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,5,3,3,5,5,5,3,5,5,5,5,5,3,3,5,3,3,3,3,3,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,5,5,5
4,4,3,2,5,5,2,2,5,2,5,2,2,3,5,1,1,4,1,1,2,2,3,4,4,4,5,5,2,1,1,1,4,2,4,4,3,3,2,4,4,2,3,4,5,1,4
3,3,4,4,5,4,3,2,3,3,3,5,5,5,3,2,3,3,3,3,4,2,5,3,3,3,3,5,2,2,1,1,3,2,4,5,5,4,3,1,2,3,3,3,2,2,2
5,5,4,4,3,2,4,2,2,2,4,2,2,2,2,1,1,1,2,2,4,3,3,5,5,5,5,5,3,3,2,2,3,3,4,4,3,3,2,1,1,1,2,4,4,4,5
5,5,5,4,4,4,4,3,3,3,5,4,5,5,5,3,3,3,4,3,5,5,5,5,5,5,5,5,3,2,2,2,2,2,3,5,4,3,5,4,4,3,5,5,5,5,4
4,5,4,5,4,4,4,4,4,3,4,3,5,5,5,4,4,2,4,4,1,1,3,4,4,4,4,4,4,1,1,1,1,4,4,2,2,2,1,1,1,1,1,5,5,5,5
5,4,4,3,5,4,4,2,4,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,3,3,4,4,2,2,2,2,4,5,4,5,4,3,5,5,4,2,3,4,4,4,4
1,1,3,5,3,5,5,1,3,4,2,3,4,4,3,1,1,1,1,1,1,1,1,3,3,3,3,3,4,3,3,4,4,4,5,3,3,4,1,1,1,1,1,3,3,1,5
5,5,4,4,4,4,3,2,1,3,5,5,4,5,4,3,4,4,3,3,5,4,4,5,5,4,4,4,3,4,4,3,2,3,3,4,5,4,3,4,1,1,4,3,5,4,4
2,2,2,2,2,4,4,1,3,4,5,5,5,5,5,1,1,1,1,1,1,1,4,4,3,1,3,3,1,1,1,1,1,1,3,4,3,3,5,5,1,1,4,5,5,5,5
1,1,4,4,2,5,5,2,5,3,4,3,5,5,2,3,3,3,1,1,1,1,3,1,1,1,1,3,3,1,3,4,3,2,5,5,3,4,3,1,1,1,2,2,3,1,3
3,3,1,3,2,5,3,1,1,4,2,1,1,5,1,1,1,1,1,1,1,1,3,5,5,5,5,5,2,1,1,1,2,3,5,3,3,5,2,1,1,1,1,4,4,1,4
4,3,4,3,2,4,2,1,4,2,4,2,2,4,2,1,1,1,3,3,4,2,2,4,4,2,4,3,3,3,2,2,3,2,3,4,5,4,4,1,4,3,3,2,3,1,4
3,3,5,4,4,4,4,2,1,4,3,5,4,5,1,1,1,1,1,1,3,2,4,3,3,3,3,3,4,2,1,4,5,4,4,5,2,4,2,1,1,1,2,5,5,1,3
4,4,1,2,4,5,4,1,1,4,3,4,4,4,5,3,3,5,3,3,4,3,1,4,4,4,4,3,2,2,2,5,4,1,2,4,4,5,2,2,4,3,2,4,4,2,4
4,4,4,4,4,4,4,3,2,3,5,4,4,4,5,2,3,3,3,4,2,2,4,4,4,4,4,5,3,2,2,2,4,2,4,4,3,4,4,3,4,4,5,3,3,2,2
4,4,5,5,4,5,4,1,1,4,4,4,5,5,4,1,1,1,1,1,4,2,3,4,3,2,5,5,3,1,1,1,4,1,3,5,4,4,4,2,3,2,4,4,5,4,4
1,1,1,1,3,3,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,2,4,4,4,4,4,4,3,4,4,4,1,3,4,4,4,3,5,3,2,4,4,4,1,5
4,4,4,3,3,2,3,2,5,3,5,3,3,4,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,3,2,5,5,3,4,4,4,4,4
3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,4,2,2,5,3,4,2,3,5,5,1,4
4,4,5,4,4,4,5,2,4,5,4,5,5,5,3,3,3,3,4,5,5,4,4,4,4,4,4,4,5,2,3,5,5,1,4,5,4,3,4,4,2,2,2,3,4,3,4
4,4,4,4,3,5,2,2,2,2,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4,4,4,4,3,2,5,3,5,4,4,4,4,2,2,2,2,2,2,2,3,2,2,2,2,3,4,4,4,2,4,2,2,4,3,2,2,3,4,3,4,2,2,4,4
5,5,4,3,1,4,4,5,1,2,4,2,2,4,4,2,2,2,2,2,2,2,4,4,5,5,5,5,2,2,2,1,1,2,3,3,3,4,2,4,4,1,1,4,4,4,5
5,5,5,4,4,4,4,3,3,4,5,4,4,5,4,3,4,3,3,3,3,3,4,5,5,5,5,5,3,3,3,3,3,2,3,4,3,3,3,2,3,2,3,4,4,4,4
5,5,5,3,3,5,5,2,3,1,3,3,3,5,5,1,1,3,4,4,4,4,3,5,5,5,5,5,1,1,1,1,1,3,2,4,3,2,3,5,5,2,3,5,5,5,5
3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,4,5,1,1,1,1,1,3,3,1,3
2,2,3,4,3,4,5,1,5,4,3,3,5,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,5,3,4,4,4,4,2,2,2,2,3,4,4,1,4
5,5,2,4,5,5,5,2,3,3,3,4,5,4,3,1,1,1,1,1,1,1,3,4,5,4,5,4,1,1,1,1,3,5,4,5,5,1,4,3,4,4,3,4,4,3,4
2,2,4,3,3,5,4,2,4,3,4,4,2,5,4,3,2,2,2,3,3,2,4,4,4,2,4,4,3,2,1,2,2,1,1,4,4,2,4,4,4,2,4,4,2,2,4
2,2,5,5,2,5,5,2,5,3,2,5,5,5,5,2,2,3,2,2,2,2,2,2,2,2,2,2,5,3,3,5,4,2,5,5,5,3,2,3,2,2,2,2,3,2,3
3,5,4,4,2,5,5,1,2,2,4,1,1,5,5,2,2,2,2,2,2,2,3,5,5,2,5,5,1,1,1,1,1,2,4,2,5,4,4,4,5,4,4,5,5,5,5
2,2,4,4,3,4,4,1,4,3,4,4,4,4,4,1,2,2,2,1,1,1,4,3,1,2,2,2,3,1,1,3,4,3,4,4,4,4,4,2,2,2,3,4,4,2,4
5,5,5,5,4,5,4,3,4,5,4,4,4,4,4,2,2,2,4,2,5,3,2,4,4,4,4,4,2,1,1,3,3,1,3,4,4,4,5,5,4,3,3,1,3,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,5,5,4,5,5,1,1,5,3,5,5,5,3,1,1,3,1,1,1,1,2,1,3,3,3,4,4,3,3,3,3,5,5,5,5,5,1,1,1,1,3,2,4,4,3
4,4,3,4,3,3,4,2,1,1,4,2,4,4,3,1,1,1,1,1,2,1,1,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,3
5,5,4,5,2,5,5,4,4,4,5,5,5,5,5,1,1,5,2,1,1,1,3,4,4,2,5,4,2,2,1,1,2,1,2,2,4,4,2,1,2,1,2,5,5,5,5
5,5,4,5,3,5,5,2,2,4,4,4,5,5,3,3,2,4,3,4,4,4,5,5,5,5,5,5,4,4,4,4,5,3,4,3,4,3,2,2,2,2,3,4,5,5,5
5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,2,2,2,2,2,2,2,5,5,5,3,5,5,3,1,1,1,1,3,5,5,5,4,5,5,5,5,5,5,5,5,2
5,4,3,3,3,5,3,4,3,2,5,4,4,3,3,3,3,3,3,3,4,3,5,3,4,3,5,5,1,1,1,1,1,2,3,4,2,2,4,1,4,3,4,3,3,2,5
3,5,5,4,5,5,5,1,4,2,5,3,4,5,5,4,4,4,3,3,1,1,3,3,4,2,4,5,4,2,2,3,4,3,2,4,4,3,5,4,2,1,5,4,5,5,2
5,5,3,3,4,4,3,3,1,3,4,2,3,5,3,3,3,4,2,4,3,3,4,5,5,5,5,5,2,2,2,2,3,1,1,4,3,4,4,5,2,2,3,2,5,5,3
2,2,5,5,3,3,2,4,2,5,2,2,3,3,5,4,3,2,2,2,2,2,2,3,3,2,3,3,4,3,1,5,4,1,4,5,4,5,5,1,1,1,3,1,2,1,5
5,5,5,5,5,5,5,1,4,4,4,5,5,4,5,1,4,2,2,3,1,1,4,4,4,4,4,4,4,2,2,1,4,2,2,4,4,2,5,5,5,5,5,4,4,5,3
4,4,4,4,3,2,4,2,4,3,5,2,4,4,2,2,2,2,2,3,4,3,3,4,4,3,4,4,4,3,3,3,4,4,4,4,3,2,4,2,3,3,3,4,4,4,4
2,2,4,4,3,4,2,4,4,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,4,2,2,2,4,5,2,4,4,2,5,3,3,1,3
1,1,5,5,3,5,5,5,5,5,3,5,5,5,5,3,3,4,3,3,1,1,1,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,2,2,2,2,2,4,4,1,4
3,3,5,5,3,5,5,2,2,5,3,5,5,5,5,1,2,1,1,1,1,1,2,3,3,2,3,1,5,4,4,4,5,2,4,3,4,4,4,3,1,1,2,1,3,1,3
3,3,4,5,2,5,5,2,2,5,3,5,5,5,3,2,2,4,2,2,2,2,3,3,3,3,3,3,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,3,3,2,2
3,4,4,3,3,4,3,2,4,4,4,3,3,5,4,3,2,1,2,1,3,2,4,3,4,2,3,3,2,1,2,1,4,1,2,4,3,2,4,4,5,4,4,2,3,1,3
4,4,2,2,4,5,3,1,1,3,5,3,3,3,3,2,2,2,2,2,2,2,5,5,5,3,5,4,3,2,3,3,3,3,4,5,3,3,3,3,2,2,2,4,4,4,3
1,1,4,4,2,5,5,1,5,4,1,3,5,4,1,1,1,2,2,2,1,1,4,4,4,4,4,4,4,3,3,3,4,2,5,5,4,3,4,2,1,1,2,3,3,1,5
4,4,4,4,4,4,4,1,4,3,4,4,4,5,5,3,3,3,3,3,4,3,4,3,4,4,4,4,1,1,1,1,4,1,2,4,3,3,4,5,4,3,4,5,4,4,3
4,4,5,5,5,4,3,4,5,4,5,4,4,5,5,3,3,3,3,3,3,3,4,4,5,4,3,4,3,3,3,3,4,2,4,4,5,5,5,5,4,3,4,3,3,2,3
3,3,4,5,2,5,5,1,1,1,1,4,1,5,1,1,1,1,1,1,1,1,4,4,4,2,4,4,2,3,3,2,4,2,5,4,4,4,3,2,2,2,2,3,2,1,3
5,5,5,3,5,5,5,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,5,3,5,5,3,1,1,3,1,5,5,5,5
1,1,5,5,3,5,5,2,2,5,3,3,4,5,3,1,2,2,2,2,2,2,4,4,4,4,4,3,3,5,5,4,4,4,4,3,3,3,2,3,1,1,1,3,3,3,5
3,3,5,5,5,5,5,3,4,4,5,3,5,5,3,3,5,4,4,4,3,3,2,3,3,3,3,3,4,3,3,4,5,4,4,5,5,5,1,3,1,1,1,3,3,3,3
4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,3,2,4,4,3,3,3,4,4,4,4
2,2,4,4,2,5,3,3,4,2,4,4,3,4,4,3,3,3,3,3,2,2,5,4,4,4,4,4,4,4,4,4,4,5,3,5,4,3,4,4,4,3,4,1,1,1,3
3,3,5,5,4,4,4,5,5,4,5,4,3,5,5,4,4,3,2,4,2,2,3,2,2,2,2,4,3,3,3,3,5,2,4,4,4,4,3,3,3,1,3,4,3,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,5,3,4,4,1,3,4,4,5,3,4,5,2,1,4,3,2,2,2,2,3,3,3,3,3,2,4,4,4,4,1,3,4,5,2,4,4,4,2,3,5,5,5,5
4,5,5,4,4,4,3,1,3,1,4,4,4,5,5,3,3,3,3,3,3,3,5,5,4,3,5,5,1,1,1,1,2,2,2,5,3,3,5,4,4,4,3,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,4,2,5,4,2,4,4,3,3,4,4,4,2,2,2,4,3,4,4,4,4,5,4,5,5,3,3,2,3,4,5,5,3,4,4,4,4,2,3,4,2,4,4,3
3,3,3,4,3,4,5,1,2,4,3,3,3,5,3,2,2,4,3,3,3,3,3,4,4,4,5,4,4,3,3,4,5,1,3,4,3,3,3,1,2,2,3,4,4,1,3
3,3,4,4,3,3,3,3,3,4,2,3,3,4,4,3,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,2,4,3,2,4,5,4,4,4,5,2,1,4
4,4,5,5,5,5,4,1,5,5,5,3,5,5,5,1,1,1,1,1,3,3,5,5,5,3,5,5,1,1,1,1,1,1,4,5,4,3,3,3,5,3,3,5,5,1,3
2,2,1,1,3,3,2,1,1,1,5,2,4,3,5,1,1,1,1,1,1,1,1,3,4,2,4,3,3,3,1,2,4,1,2,4,3,4,3,2,3,2,5,2,2,1,2
5,4,4,3,4,5,5,1,3,3,5,5,5,5,5,2,2,1,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,3,4,5,4,4,5,5,3,3,4,4,3,1,3
5,1,4,4,3,5,5,1,3,3,4,5,5,5,5,3,3,5,3,3,3,3,5,3,3,2,4,5,4,1,2,1,2,2,2,2,2,2,5,4,3,3,4,5,5,5,4
3,3,5,5,3,5,5,1,1,3,3,5,5,5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,4,3,5,5,1,5,3,4,5,5,1,1,1,1,3,3,1,3
3,3,4,4,4,5,3,4,2,3,3,5,5,5,2,2,2,2,2,2,2,2,2,3,3,3,4,2,4,2,2,4,4,2,5,5,5,5,3,2,2,2,2,2,4,1,4
5,5,5,5,2,5,5,3,1,1,1,5,5,5,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,4,5,5,5,5,5,2,1,4,1,4,2,5,5,5
4,3,4,4,2,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,2,2,5,4,4,3,4,3,3,3,3,3,2,3
4,4,4,3,3,3,4,3,4,3,5,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,3,3,2,3,4,3,2,3,3,3,3,3
4,4,3,3,2,4,3,2,4,1,4,5,4,5,4,3,3,4,4,4,4,2,4,5,5,2,5,5,1,1,1,1,1,4,5,3,5,5,4,4,3,2,2,5,5,5,4
4,4,4,3,4,3,3,3,4,1,4,2,5,5,1,1,1,5,1,1,1,1,4,4,4,1,4,5,1,1,1,1,1,1,2,5,4,4,4,3,4,3,5,3,5,5,5
4,4,5,5,3,5,5,3,5,2,5,1,1,5,4,1,5,5,1,3,1,1,2,5,4,3,5,4,3,2,3,3,5,2,5,4,2,2,4,1,1,1,1,2,2,4,4
5,3,3,2,4,3,3,3,5,1,4,3,4,4,1,3,1,3,1,1,1,1,3,3,4,4,4,4,4,1,4,3,2,1,4,4,3,4,5,1,5,1,2,5,5,1,3
4,3,5,5,2,4,4,1,4,1,3,3,3,4,2,3,2,2,4,3,3,2,3,4,4,4,4,3,3,2,2,2,2,2,3,4,4,3,3,1,3,1,2,4,5,5,2
4,4,5,4,4,4,4,3,3,3,4,3,4,5,5,2,2,4,3,3,3,3,4,3,3,3,3,4,3,2,3,3,3,5,2,5,2,2,3,5,3,2,2,2,2,2,4
5,5,5,5,5,5,5,1,5,1,4,4,4,4,5,1,1,5,1,1,1,1,5,5,5,5,5,5,3,2,2,2,2,2,3,5,5,3,1,1,1,1,1,5,5,5,5
2,2,4,4,3,5,4,2,4,3,4,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,3,3,3,3,1,3
5,5,4,2,5,5,5,1,3,1,2,4,4,5,5,1,1,1,1,1,4,1,3,5,5,5,5,4,1,1,1,1,1,2,4,4,4,4,5,5,5,5,5,5,5,5,4
5,5,5,4,3,3,5,1,5,4,5,5,5,5,5,1,1,3,2,2,4,2,3,5,5,3,5,4,2,1,1,1,1,2,4,5,5,3,2,2,4,2,1,5,5,5,5
4,4,4,4,2,4,5,4,2,2,2,4,3,5,3,1,1,2,1,1,1,1,3,4,5,3,4,4,1,1,1,1,2,2,3,4,2,2,2,4,2,1,3,5,5,1,4
5,5,5,5,5,5,5,2,3,3,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,3,5,5,4,4,3,3,3,1,4,5,5,4,5,5,4,3,3,3,5,5,5
4,3,3,3,3,4,3,2,2,2,5,5,5,5,3,2,2,2,2,2,4,5,4,4,4,3,4,5,3,1,1,1,3,3,4,3,3,5,5,2,1,1,1,4,4,4,5
